Account_Campaign_Mapping_V2

Date/Time Generated,9/24/18 3:49 AM
Report Time Zone,America/New_York
Account ID,5552
Date Range,9/10/18 - 9/23/18
Advertiser,Equals:2014_DigitalRoyalty (4365914)
Advertiser,Equals:ALL|US|iProspect|2012 (3632474)
Advertiser,Equals:6359301
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_2235440 (8304258)
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_688442 (5236351)
Advertiser,Equals:BidManager_Advertiser_DO_NOT_EDIT_857434 (5404806)
Advertiser,Equals:BidManager_SeparateSpotlightAdvertiser_DO_NOT_EDIT (4532011)
Advertiser,Equals:CI|US|iProspect|2012 (3476205)
Advertiser,Equals:DCS|Criteo|_INTL_ (4765209)
Advertiser,Equals:DCS|DA_STUDIO|_INTL_ (5373955)
Advertiser,Equals:DCS|Demand_Generation|_INTL_ (4255681)
Advertiser,Equals:DCS|F3D|_INTL_ (4867019)
Advertiser,Equals:DCS|iProspect|_INTL_ (4248444)
Advertiser,Equals:DCS|OMD|_INTL_ (4294851)
Advertiser,Equals:DCS|Periscopix_Tracking_Ads|_INTL_ (8110681)
Advertiser,Equals:DCS|Periscopix|_INTL_ (6146229)
Advertiser,Equals:DCS|Rakuten_Non-linked_Advertiser|_INTL_ (8066286)
Advertiser,Equals:DCS|Zenith|_INTL_ (8502683)
Advertiser,Equals:dg_intl_hilton (3498746)
Advertiser,Equals:dg_intl_multibrand (3638295)
Advertiser,Equals:DGTS_US_AllSuites (8325024)
Advertiser,Equals:DGTS_US_FocusedServices (8325606)
Advertiser,Equals:DGTS_US_FullService (8328012)
Advertiser,Equals:8314394
Advertiser,Equals:DGTS_US_Portfolio_Honors (8310967)
Advertiser,Equals:DT|US|iProspect|2012 (3476213)
Advertiser,Equals:E-Events 30 Day Tags (2391905)
Advertiser,Equals:Ecommerce_Corporate_US (2608519)
Advertiser,Equals:eDistribution Marketing_In House_UK (2055539)
Advertiser,Equals:ES|US|iProspect|2012 (3476215)
Advertiser,Equals:f3d_intl_paid_search (3917774)
Advertiser,Equals:GI|US|iProspect|2012 (3476218)
Advertiser,Equals:GV|US|iProspect|2012 (3476224)
Advertiser,Equals:Hampton Inn : iCrossing US : US (2377205)
Advertiser,Equals:Hampton_Wahlstrom_US (2208460)
Advertiser,Equals:HHC Hotels_Waldorf Boulders Resort_US_0328 (2221810)
Advertiser,Equals:HH|US|iProspect|2012 (3476226)
Advertiser,Equals:Hilton Demand Generation Intl (2712515)
Advertiser,Equals:Hilton HHonors : iCrossing US : US (2377325)
Advertiser,Equals:2784036
Advertiser,Equals:HILTON HOTELS CORP (2013561)
Advertiser,Equals:Hilton Paid Search on DS (Edge) (6972294)
Advertiser,Equals:Hilton Paid Search on DS (Non-Edge) (6973298)
Advertiser,Equals:Hilton_OMD_APAC (2705521)
Advertiser,Equals:Hilton_OMD_US (2077542)
Advertiser,Equals:Hilton_Space Dealer_Germany (2070859)
Advertiser,Equals:2162324
Advertiser,Equals:Hilton_Traffic Broker UK_RU (2341749)
Advertiser,Equals:HI|US|iProspect|2012 (3476209)
Advertiser,Equals:HT|US|iProspect|2012 (3476223)
Advertiser,Equals:HWW_Corporate_EmailMarketing (4652907)
Advertiser,Equals:HWW_SocialMedia (4721827)
Advertiser,Equals:HW|US|iProspect|2012 (3476222)
Advertiser,Equals:HX|US|iProspect|2012 (3476220)
Advertiser,Equals:OMD UAE (2832897)
Advertiser,Equals:OMD_LATAM_2016 (5308684)
Advertiser,Equals:QQ|US|iProspect|2012 (4445920)
Advertiser,Equals:seo_places_listings_intl (4041706)
Advertiser,Equals:2150307
Advertiser,Equals:WA|US|iProspect|2012 (3476203)
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)","Clicks(Desktop Display, Desktop Rich Media, Desktop Video, In-App Display, In-App Rich Media, In-App Video, Mobile Display, Mobile Video)"

Report Fields
Placement ID,Placement,Campaign ID,Campaign,Site ID (DCM),Site (DCM),Impressions,Clicks
110631298,Wego|TN|c:Tunisia_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,3
110631299,Wego|GB|c:United-Kingdom_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,3
110631300,Wego|TH|c:Thailand_l:Thai|Metasearch|TH|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,5
110631301,Wego|MA|c:Morocco_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,2
110631304,Wego|SA|c:Saudi-Arabia_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,431
110631311,Wego|OM|c:Oman_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,10
110631315,Wego|KW|c:Kuwait_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,122
110631319,Wego|JO|c:Jordan_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,26
110631324,Wego|EG|c:Egypt_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,34
110631331,Wego|TW|c:Taiwan_l:TraditionalChinese|Metasearch|ZH_TW|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,5
110632138,Wego|BH|c:Bahrain_l:English|Metasearch|EN|CPC|1x1,8227580,Hilton|WeGo|intl,950495,WeGo,0,13
110769174,TripAdvisor|CZ|BL_Czech_Desktop|Metasearch|Czech|Flat_Rate|1x1,8141862,Hilton|TripAdvisor_Business_Listings|intl,760411,Trip Advisor,0,7
110902206,ALL|Kayak-DM|US|EN|RS|Core|EDGE,8193132,ALL|MetaSearch|Kayak|US|Revenue,890026,Kayak.com-Hilton,0,23159
110962132,Military.com_Deals and Discount Newsletter_9/18_60x60_SS,7984308,Hilton 2014 - Hampton Military Campaign,1526571,Military.com 1,1,0
111526246,DT|HOTELWEB|YEXT|DTTLFDT|AMERICAS|PROP|NA|PROP|1x1,8264457,DT|Listings|Yext|US|Revenue,1505667,yext.com,0,14
111526283,DT|HOTELWEB|YEXT|CHIDTDT|AMERICAS|PROP|NA|PROP|1x1,8264457,DT|Listings|Yext|US|Revenue,1505667,yext.com,0,1
111798444,LiveNation Sponsorship,8278502,LiveNation,1722740,LiveNation.com,0,2501
111798690,GV|TripAdvisor|BL-HotelWebsite|Mobile|US|EN|CPC|HNLWBGV|EDGE,7686766,GV|BusinessListingsMobile|TripAdvisor|US|Revenue,896433,Tripadvisor,0,11
111799289,DT|TripAdvisor|BL-HotelWebsite|Mobile|US|EN|CPC|PTYDTDI|EDGE,7686763,DT|BusinessListingsMobile|TripAdvisor|US|Revenue,896433,Tripadvisor,0,2
112083369,HI|Sociomantic|RT|PC|FBX-Newsfeed|US|EN|CPC|1x1,8054345,HI|Display|FBX|US|Revenue,1413658,Sociomantic,0,1
112088760,TicketMaster Sponsorship,8278502,LiveNation,1730112,Ticketmaster,0,1361
112630085,Travelspike Banners - 160x600,8303690,Diplomat Resort & Spa A Curio By HIlton_FLLDHQQ,1679017,Travel Spike,0,0
112630086,Travelspike Banners - 728x90,8303690,Diplomat Resort & Spa A Curio By HIlton_FLLDHQQ,1679017,Travel Spike,0,0
112630826,Travelspike Banners - 300x250,8303690,Diplomat Resort & Spa A Curio By HIlton_FLLDHQQ,1679017,Travel Spike,0,0
112819480,TripAdvisor|INT|BL_HotelDeal|Metasearch|EN|CPC|1x1,8141862,Hilton|TripAdvisor_Business_Listings|intl,760411,Trip Advisor,0,28
112853305,Military.com_Veterans Insider Newsletter_11/21_60x60_SS_ADDED VALUE,7984308,Hilton 2014 - Hampton Military Campaign,1526571,Military.com 1,11,0
113486231,Sociomantic|UK|JOIN_NOW_Hhonors_4|Retargeting|English|CPM|728X90,8395693,Hilton|Hhonors_4|intl,1413658,Sociomantic,0,42
113982898,Shift_Portfolio Facebook Link Page Post_A25-54 and Travelers_PC_Social_1x1_SS,8272002,Hilton 2015 - Portfolio Always on Leisure Campaign,1519517,shift.com/grapheffect,0,1
114396991,Shift_Embassy Suites Facebook Link Page Post_A25-54 and Travelers_PC_Social__1x1_SS,8272002,Hilton 2015 - Portfolio Always on Leisure Campaign,1519517,shift.com/grapheffect,0,0
114444948,Txt|Facebook|LAC|Cluster|CTA|Prop|FB CTA Button,8147920,Latin America & Caribbean Cluster,799354,Facebook 1,0,208
114515691,Txt|CaramelRoom|HH|Urban|STLFDDHF|None|Prop|Accomodations Vendor,8041078,HILTON ST. LOUIS DOWNTOWN AT THE ARCH_STLDDHF,1842445,caramelroom.com,0,1
114748600,HS Blog London Post Waldorf Link,8017412,2014_DigitalRoyalty,721954,Hilton.com,0,1
114750664,KOAHWHH_ Facebook Advertising 2015,5334940,Hilton Waikoloa_KOAHWHH,799354,Facebook 1,0,2
115357269,Facebook - Book Now CTA - OnGoing Placement,5313562,Hilton Orlando Bonnet Creek_ORLHHHH,889399,Facebook.com,0,58
115358441,Facebook - Book Now - OnGoing Placement,5315285,Waldorf Astoria Orlando_ORLBCWA,799354,Facebook 1,0,51
115390101,Jan15_Facebook_NYCCI_General,6420091,Conrad New York_NYCCICI,767822,Facebook,0,20
115493934,DynRT-EMEA_FR_1x1_RT_Criteo_Logo,6883910,F3D_RT_Multibrand Retargeting,991909,Criteo,0,1
115740514,HH|GooglePlus|May2015|Tag1,8562891,HH|SocialMedia|2015|Organic,1847701,Google Plus,0,1
115740547,HH|Twitter|June2015|Tag1,8562891,HH|SocialMedia|2015|Organic,744671,Twitter,0,6
115740577,HH|Instagram|June2015|Tag1,8562891,HH|SocialMedia|2015|Organic,1827069,"Facebook Inc – Instagram, LLC",0,1
115744762,HI|Facebook|February2015|Tag1,8563708,HI|SocialMedia|2015|Organic,767822,Facebook,0,200
115747910,HH|Facebook|June2015|Tag1,8562891,HH|SocialMedia|2015|Organic,767822,Facebook,0,1
115747911,HH|Facebook|May2015|Tag1,8562891,HH|SocialMedia|2015|Organic,767822,Facebook,0,10
115751693,HI|Facebook|May2015|Tag1,8563708,HI|SocialMedia|2015|Organic,767822,Facebook,0,6
116073745,05_Forbes_PC _Home page_Leaderboard,8591477,FY2015_Hilton_Mar_China_Huanying_Relaunh_Spring_Mini_Breaks_Campaign,1581040,Forbes China 1,2,0
117102115,2015 Shoulder Season Flash Sale_Hotel Social Media Post - English,8147920,Latin America & Caribbean Cluster,799354,Facebook 1,0,2
117711435,TripAdvisor|US|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,129995
117712811,TripAdvisor|ROWHIGH|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,155
117712812,TripAdvisor|ROWLOW|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,307
117712813,TripAdvisor|IT|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,45
117712814,TripAdvisor|LATAM|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,89
117712815,TripAdvisor|JP|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,661
117712816,TripAdvisor|FR|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,116
117712817,TripAdvisor|CAR|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,211
117712818,TripAdvisor|DE|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,293
117712819,TripAdvisor|AU|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,440
117712820,TripAdvisor|MX|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,221
117712821,TripAdvisor|BR|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,191
117712822,TripAdvisor|UK|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,1200
117712823,TripAdvisor|CA|Dmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,8302
117767394,TripAdvisor|ROWLOW|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,855
117767395,TripAdvisor|ROWHIGH|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,278
117767396,TripAdvisor|LATAM|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,130
117767397,TripAdvisor|IT|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,52
117767398,TripAdvisor|FR|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,83
117767399,TripAdvisor|JP|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,291
117767400,TripAdvisor|DE|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,93
117767401,TripAdvisor|CAR|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,147
117767402,TripAdvisor|MX|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,261
117767403,TripAdvisor|AU|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,158
117767404,TripAdvisor|UK|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,80
117767405,TripAdvisor|BR|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,246
117767406,TripAdvisor|CA|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,917
117767407,TripAdvisor|US|Mmeta|Metasearch|EN||1x1,8710535,All|MetaSearch|TripAdvisor|US|Revenue,760411,Trip Advisor,0,18393
117914412,Curio FB BookNow Header Image Facebook 1,8017412,2014_DigitalRoyalty,799354,Facebook 1,0,24
117923269,EML|Clrvyx|Resort|PHX|PR|PHXSPPR|offer|0915_3,8720529,EM|US|Clairvoyix,1205884,clairvoyix.com,0,3
118276645,ALL|Yahoo|PS|PC|Look_A_Like|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",19,0
118277172,ALL|Yahoo|PS|PC|Look_A_Like|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",6,0
118304855,ALL|RadiumOne|PS|PC|In_Market_Traveler-DC|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,1476017,RadiumOne,14,0
118344290,ALL|TripAdvisor|PS|PC|Property_Page_Targeting|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,990943,Trip Advisor 15,54794,184
118344291,ALL|TripAdvisor|PS|PC|Property_Page_Targeting|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,990943,Trip Advisor 15,43275,61
118344292,ALL|TripAdvisor|PS|PC|Property_Page_Targeting|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,990943,Trip Advisor 15,330318,199
118367137,WALDORF ASTORIA SUITE UPSELL - Local Site Landing Page - Deluxe Suite,5315285,Waldorf Astoria Orlando_ORLBCWA,1075309,hiltonbonnetcreek.com,0,2
118367139,WALDORF ASTORIA SUITE UPSELL - Local Site Landing Page - Luxury Suite,5315285,Waldorf Astoria Orlando_ORLBCWA,1075309,hiltonbonnetcreek.com,0,1
118367213,WALDORF ASTORIA SUITE UPSELL - Local Site Landing Page - Chariman's Suite,5315285,Waldorf Astoria Orlando_ORLBCWA,1075309,hiltonbonnetcreek.com,0,1
118367214,WALDORF ASTORIA SUITE UPSELL - Local Site Landing Page - Governors Suite,5315285,Waldorf Astoria Orlando_ORLBCWA,1075309,hiltonbonnetcreek.com,0,1
118420125,Criteo|EMEA|LowerFunnel|Retargeting|AE-AR||1x1,8762308,Hilton|Criteo_Lower_Funnel|intl,991909,Criteo,0,1
118689557,ES|Facebook|BookNowButton,8563109,ES|SocialMedia|2015|Organic,767822,Facebook,0,46
118876551,Paid Search - June 2015,6625871,DoubleTree Metropolitan_NYCDTDT,709529,DART Search : Google : 11973,0,59
119010114,DoubleTree FB Cover - Book Now,8017412,2014_DigitalRoyalty,799354,Facebook 1,0,52
119179752,2015 Stay and Play Longer - Summer Campaign - FB Ads,8147920,Latin America & Caribbean Cluster,799354,Facebook 1,0,1
119441913,ALL|Yahoo|RT|PC|SiteRT-SRP|US|EN|CPM|300x250,8751000,ALL|Display|Retargeting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",2,0
119441921,ALL|Yahoo|RT|PC|SiteRT-Property|US|EN|CPM|300x250,8751000,ALL|Display|Retargeting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",2,0
119441936,HH|Yahoo|RT|PC|Sign_Up_Confirmation_Retargeting|US|EN|CPM|728x90,8751000,ALL|Display|Retargeting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",11,0
119441940,HH|Yahoo|RT|PC|SiteRT-SRP|US|EN|CPM|300x250,8751000,ALL|Display|Retargeting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",1,0
119441966,HH|AOL|RT|PC|Sign_Up_Confirmation_Retargeting|US|EN|CPM|728x90,8751000,ALL|Display|Retargeting|ALL|Revenue,1006618,AOL (ad.com),3,0
119441968,HH|AOL|RT|PC|Sign_Up_Confirmation_Retargeting|US|EN|CPM|160x600,8751000,ALL|Display|Retargeting|ALL|Revenue,1006618,AOL (ad.com),3,0
119441982,ALL|AOL|RT|PC|SiteRT-Property|US|EN|CPM|300x600,8751000,ALL|Display|Retargeting|ALL|Revenue,1006618,AOL (ad.com),4,0
119449847,ALL|Yahoo|PS|PC|Email_RT|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,1321342,"Yahoo! Inc – Genome From Yahoo",1,0
119678697,ALL|Adara|PS|PC|In_Market_Traveler-City|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,1006440,Adara Media,1,0
119680192,ALL|Adara|PS|PC|In_Market_Traveler-City|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,1006440,Adara Media,31,0
119681904,ALL|Adara|PS|PC|In_Market_Traveler-City|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,1006440,Adara Media,4,0
119682205,ALL|Adara|PS|PC|In_Market_Traveler-City|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,1006440,Adara Media,0,0
119951994,Naver - Top Level,8852337,DART Search,749050,DART Search : Other,0,5125
120366558,ALL|DBM|RT|PC|SiteRT-SRP|US|EN|CPM|728x90,8751000,ALL|Display|Retargeting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),27354,10
120366560,ALL|DBM|RT|PC|SiteRT-SRP|US|EN|CPM|300x600,8751000,ALL|Display|Retargeting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),7634,4
120366562,ALL|DBM|RT|PC|SiteRT-SRP|US|EN|CPM|300x250,8751000,ALL|Display|Retargeting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),34381,6
120366564,ALL|DBM|RT|PC|SiteRT-SRP|US|EN|CPM|160x600,8751000,ALL|Display|Retargeting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),6887,3
120583017,360 - Top Level,8852337,DART Search,749050,DART Search : Other,0,1956
120583240,ALL|DBM|PS|PC|In-Market_First_Class-All_Other_Markets|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),118956,48
120583241,ALL|DBM|PS|PC|In-Market_First_Class-All_Other_Markets|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),376348,55
120583242,ALL|DBM|PS|PC|In-Market_First_Class-All_Other_Markets|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),387481,170
120583243,ALL|DBM|PS|PC|In-Market_First_Class-All_Other_Markets|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),101988,32
120583284,ALL|DBM|PS|PC|In-Market_Economy-All_Other_Markets|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),635902,159
120583285,ALL|DBM|PS|PC|In-Market_Economy-All_Other_Markets|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),2164212,248
120583286,ALL|DBM|PS|PC|In-Market_Economy-All_Other_Markets|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1476558,375
120583287,ALL|DBM|PS|PC|In-Market_Economy-All_Other_Markets|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),755791,140
120584708,Daum,8852337,DART Search,749050,DART Search : Other,0,1451
120584946,Naver - Domestic,8852337,DART Search,749050,DART Search : Other,0,10653
120585078,Naver - EMEA,8852337,DART Search,749050,DART Search : Other,0,28
120585623,360 - APAC,8852337,DART Search,749050,DART Search : Other,0,51
120585859,360 - Domestic,8852337,DART Search,749050,DART Search : Other,0,5073
120586768,Yandex - Domestic,8852337,DART Search,749050,DART Search : Other,0,8002
120586938,Naver - APAC,8852337,DART Search,749050,DART Search : Other,0,1579
120586952,Yandex - APAC,8852337,DART Search,749050,DART Search : Other,0,215
120587138,Yandex - EMEA,8852337,DART Search,749050,DART Search : Other,0,5411
120587976,Sogou - Domestic,8852337,DART Search,749050,DART Search : Other,0,5064
120588283,0003511,8590750,EM|US|SC,2154627,"Alliance Data Systems – Epsilon",0,1
120588404,Sogou - Top Level,8852337,DART Search,749050,DART Search : Other,0,4423
120588423,Sogou - APAC,8852337,DART Search,749050,DART Search : Other,0,15
120590521,ALL|DBM|PS|PC|Keyword_Contextual_Destination_Geo|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),19370,6
120591030,ALL|DBM|PS|PC|Keyword_Contextual_Brand|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),19422,4
120591041,ALL|DBM|PS|PC|Keyword_Contextual_Generic|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),5427,0
120591102,ALL|DBM|PS|PC|Keyword_Contextual_Generic|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),15519,2
120593272,ALL|DBM|PS|PC|Keyword_Contextual_Brand|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),1600,0
120593281,ALL|DBM|PS|PC|Keyword_Contextual_Brand|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),4124,0
120593295,ALL|DBM|PS|PC|Keyword_Contextual_Generic|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),8368,2
120593413,ALL|DBM|PS|PC|Keyword_Contextual_Generic|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),38981,6
120593418,ALL|DBM|PS|PC|Keyword_Contextual_Destination_Geo|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),10757,3
120593422,ALL|DBM|PS|PC|Keyword_Contextual_Destination_Geo|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),44961,2
120593701,ALL|DBM|PS|PC|Keyword_Contextual_Brand|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),8635,2
120594101,ALL|DBM|PS|PC|Keyword_Contextual_Destination_Geo|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),8017,1
120597976,Google SEM Ads - WAO Golf,5315285,Waldorf Astoria Orlando_ORLBCWA,712938,Google,0,2
120661916,Paid Search - July 2015 - AP,6625871,DoubleTree Metropolitan_NYCDTDT,709529,DART Search : Google : 11973,0,15
120674375,ALL|DBM|PS|PC|In-Market_Hotel-Las_Vegas|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),86549,14
120676146,ALL|DBM|PS|PC|In-Market_Hotel-Hawaii|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),23715,9
120676150,ALL|DBM|PS|PC|In-Market_Hotel-Las_Vegas|US|EN|CPM|160x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),25976,10
120676151,ALL|DBM|PS|PC|In-Market_Hotel-Las_Vegas|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),15384,5
120676330,ALL|DBM|PS|PC|In-Market_Hotel-Chicago|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),70468,27
120676331,ALL|DBM|PS|PC|In-Market_Hotel-Chicago|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),88778,26
120676332,ALL|DBM|PS|PC|In-Market_Hotel-Chicago|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),22918,14
120676334,ALL|DBM|PS|PC|In-Market_Hotel-Hawaii|US|EN|CPM|300x250,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),41276,12
120676337,ALL|DBM|PS|PC|In-Market_Hotel-Las_Vegas|US|EN|CPM|728x90,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),48932,19
120676394,ALL|DBM|PS|PC|In-Market_Hotel-San_Diego|US|EN|CPM|300x600,8732631,ALL|Display|Prospecting|ALL|Revenue,2139787,DoubleClick Bid Manager (DBM),26756,5
